pl_name,hostname,sy_snum,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
EPIC 212297394 b,EPIC 212297394,1,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.395,7.353,-7.107,14.1864,0.000391,-0.000391
EPIC 212297394 c,EPIC 212297394,1,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.395,7.353,-7.107,14.1864,0.000391,-0.000391
EPIC 212424622 b,EPIC 212424622,1,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,611.804,10.285,-9.956,13.2026,0.000413,-0.000413
EPIC 212499991 b,EPIC 212499991,1,13h29m57.30s,202.488752,-12d44m05.19s,-12.7347749,283.29,2.043,-2.015,13.3118,0.00025,-0.00025
EPIC 212587672 b,EPIC 212587672,1,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.07,6.392,-6.152,12.2038,0.000255,-0.000255
EPIC 212587672 c,EPIC 212587672,1,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.07,6.392,-6.152,12.2038,0.000255,-0.000255
EPIC 212624936 b,EPIC 212624936,1,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.929,8.913,-8.644,13.8326,0.000312,-0.000312
EPIC 212624936 c,EPIC 212624936,1,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.929,8.913,-8.644,13.8326,0.000312,-0.000312
EPIC 212737443 b,EPIC 212737443,1,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.25,4.743,-4.615,14.4776,0.000386,-0.000386
EPIC 212737443 c,EPIC 212737443,1,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.25,4.743,-4.615,14.4776,0.000386,-0.000386
EPIC 220492298 b,EPIC 220492298,1,01h07m02.76s,16.7615005,+06d35m19.67s,6.588798,624.512,14.947,-14.947,13.7756,0.000365,-0.000365
EPIC 220554210 c,K2-282,1,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914,496.289,7.902,-7.663,13.8183,0.000278,-0.000278
EPIC 220674823 b,EPIC 220674823,1,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,3.044,-2.972,11.9535,0.00022,-0.00022
EPIC 220674823 c,EPIC 220674823,1,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,3.044,-2.972,11.9535,0.00022,-0.00022
EPIC 228836835 b,EPIC 228836835,1,12h38m17.98s,189.5748998,-05d14m40.65s,-5.2446247,150.124,1.799,-1.758,15.4185,0.000473,-0.000473
EPIC 229004835 b,EPIC 229004835,1,12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214,121.971,0.879,-0.866,10.0494,0.000421,-0.000421
EPIC 246851721 b,EPIC 246851721,2,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991,372.632,19.456,-17.644,11.2549,0.00143,-0.00143
EPIC 248847494 b,EPIC 248847494,1,10h37m33.38s,159.3890808,+11d50m33.89s,11.8427484,551.886,12.752,-12.752,12.1722,0.000219,-0.000219
EPIC 249893012 b,EPIC 249893012,1,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.4019,0.000495,-0.000495
EPIC 249893012 c,EPIC 249893012,1,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.4019,0.000495,-0.000495
EPIC 249893012 d,EPIC 249893012,1,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.4019,0.000495,-0.000495
FU Tau b,FU Tau,1,04h23m35.40s,65.8974962,+25d03m02.42s,25.0506711,133.4950466,22.9649891,-22.9649891,15.2412,0.002442,-0.002442
G 196-3 b,G 196-3,1,10h04m21.23s,151.0884754,+50d23m10.25s,50.3861806,21.7912,0.01855,-0.01855,10.6123,0.000487,-0.000487
G 264-012 b,G 264-012,1,21h46m41.27s,326.6719598,+66d48m13.85s,66.803848,16.009,0.0104,-0.0103,11.7617,0.0004,-0.0004
G 264-012 c,G 264-012,1,21h46m41.27s,326.6719598,+66d48m13.85s,66.803848,16.009,0.0104,-0.0103,11.7617,0.0004,-0.0004
G 9-40 b,G 9-40,1,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276,0.0451,-0.045,12.7331,0.00044,-0.00044
GJ 1002 b,GJ 1002,1,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.84867,0.00303,-0.00304,11.7804,0.000751,-0.000751
GJ 1002 c,GJ 1002,1,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.84867,0.00303,-0.00304,11.7804,0.000751,-0.000751
GJ 1061 b,GJ 1061,1,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.67278,0.00089,-0.0009,10.9889,0.000945,-0.000945
GJ 1061 c,GJ 1061,1,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.67278,0.00089,-0.0009,10.9889,0.000945,-0.000945
GJ 1061 d,GJ 1061,1,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.67278,0.00089,-0.0009,10.9889,0.000945,-0.000945
GJ 1132 b,GJ 1132,1,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.613,0.007,-0.007,12.138,0.000387,-0.000387
GJ 1132 c,GJ 1132,1,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.613,0.007,-0.007,12.138,0.000387,-0.000387
GJ 1148 b,GJ 1148,1,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143,0.0064,-0.0065,10.5769,0.000593,-0.000593
GJ 1148 c,GJ 1148,1,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143,0.0064,-0.0065,10.5769,0.000593,-0.000593
GJ 1151 c,GJ 1151,1,11h50m55.32s,177.7304866,+48d22m23.64s,48.3732334,8.03625,0.00772,-0.00771,11.6938,0.000459,-0.000459
GJ 1214 b,GJ 1214,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,14.6427,0.0372,-0.0372,13.0089,0.001061,-0.001061
GJ 1252 b,GJ 1252,1,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.373,0.0192,-0.0192,11.2364,0.000806,-0.000806
GJ 1265 b,GJ 1265,1,22h13m43.79s,333.4324675,-17d41m13.42s,-17.6870623,10.2525,0.0075,-0.0076,12.0807,0.000558,-0.000558
GJ 143 b,GJ 143,1,03h27m00.05s,51.7501882,-63d30m00.60s,-63.500166,16.32,0.0071,-0.0071,7.67906,0.00026,-0.00026
GJ 15 A b,GJ 15 A,2,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.56228,0.00055,-0.00055,7.2162,0.000507,-0.000507
GJ 15 A c,GJ 15 A,2,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.56228,0.00055,-0.00055,7.2162,0.000507,-0.000507
GJ 160.2 b,GJ 160.2,1,04h06m34.90s,61.6454173,-20d51m23.30s,-20.8564724,25.8557,0.0393,-0.0391,9.20154,0.000314,-0.000314
GJ 163 b,GJ 163,1,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285,0.0072,-0.0072,10.6771,0.000792,-0.000792
GJ 163 c,GJ 163,1,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285,0.0072,-0.0072,10.6771,0.000792,-0.000792
GJ 163 d,GJ 163,1,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285,0.0072,-0.0072,10.6771,0.000792,-0.000792
GJ 179 b,GJ 179,1,04h52m05.89s,73.0245495,+06d28m30.84s,6.4752347,12.356,0.0093,-0.0093,10.7055,0.00062,-0.00062
GJ 180 b,GJ 180,1,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,11.9407,0.0045,-0.0045,9.93395,0.000396,-0.000396
GJ 180 c,GJ 180,1,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,11.9407,0.0045,-0.0045,9.93395,0.000396,-0.000396
GJ 180 d,GJ 180,1,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,11.9407,0.0045,-0.0045,9.93395,0.000396,-0.000396
GJ 2030 b,GJ 2030,1,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429,37.0788,0.0647,-0.0644,6.02088,0.0007692,-0.0007692
GJ 2030 c,GJ 2030,1,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429,37.0788,0.0647,-0.0644,6.02088,0.0007692,-0.0007692
GJ 2056 b,GJ 2056,1,07h12m04.68s,108.0194945,-24d53m31.56s,-24.8921008,28.4434,0.0234,-0.0233,9.72281,0.000529,-0.000529
GJ 229 A c,GJ 229,2,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.75624,0.001525,-0.001525,7.30724,0.000617,-0.000617
GJ 229 b,GJ 229,2,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.75624,0.001525,-0.001525,7.30724,0.000617,-0.000617
GJ 238 b,GJ 238,1,06h33m49.17s,98.454881,-58d31m30.11s,-58.5250316,15.2142,0.0071,-0.0072,10.5294,0.000463,-0.000463
GJ 251 b,GJ 251,1,06h54m48.06s,103.7002499,+33d15m59.27s,33.2664632,5.58057,0.00198,-0.00198,8.85518,0.001134,-0.001134
GJ 27.1 b,GJ 27.1,1,00h39m59.52s,9.9980016,-44d15m15.00s,-44.2541679,23.6062,0.02565,-0.02565,10.579,0.000328,-0.000328
GJ 273 b,GJ 273,1,07h27m24.50s,111.852091,+05d13m32.91s,5.225807,5.921535,0.0206332,-0.0206332,,,
GJ 273 c,GJ 273,1,07h27m24.50s,111.852091,+05d13m32.91s,5.225807,5.921535,0.0206332,-0.0206332,,,
GJ 3021 b,GJ 3021,2,00h16m15.22s,4.0634323,-79d51m05.12s,-79.8514218,17.5559,0.0073,-0.0073,6.39729,0.0008267,-0.0008267
GJ 3082 b,GJ 3082,1,01h14m34.38s,18.6432425,-53d56m26.79s,-53.9407751,16.6186,0.00745,-0.00745,10.2011,0.000679,-0.000679
GJ 3090 b,GJ 3090,1,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,22.4751,0.02605,-0.02605,10.5521,0.000938,-0.000938
GJ 3138 b,GJ 3138,1,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712,0.03505,-0.03505,10.1924,0.000629,-0.000629
GJ 3138 c,GJ 3138,1,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712,0.03505,-0.03505,10.1924,0.000629,-0.000629
GJ 3138 d,GJ 3138,1,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712,0.03505,-0.03505,10.1924,0.000629,-0.000629
GJ 317 b,GJ 317,1,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,15.1968,0.013,-0.0129,10.7539,0.000818,-0.000818
GJ 317 c,GJ 317,1,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,15.1968,0.013,-0.0129,10.7539,0.000818,-0.000818
GJ 3222 b,GJ 3222,2,03h23m35.34s,50.8972464,-40d04m34.44s,-40.0762325,18.23817,,,,,
GJ 328 b,GJ 328,1,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011,20.5266,0.01685,-0.01685,9.2861,0.000382,-0.000382
GJ 328 c,GJ 328,1,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011,20.5266,0.01685,-0.01685,9.2861,0.000382,-0.000382
GJ 3293 b,GJ 3293,1,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903,0.0216,-0.0216,10.9788,0.000878,-0.000878
GJ 3293 c,GJ 3293,1,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903,0.0216,-0.0216,10.9788,0.000878,-0.000878
GJ 3293 d,GJ 3293,1,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903,0.0216,-0.0216,10.9788,0.000878,-0.000878
GJ 3293 e,GJ 3293,1,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903,0.0216,-0.0216,10.9788,0.000878,-0.000878
GJ 3323 b,GJ 3323,1,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133,5.37484,0.00172,-0.00172,10.6467,0.000647,-0.000647
GJ 3323 c,GJ 3323,1,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133,5.37484,0.00172,-0.00172,10.6467,0.000647,-0.000647
GJ 3341 b,GJ 3341,1,05h15m47.31s,78.9471415,-31d17m41.44s,-31.2948458,23.619,0.0291,-0.029,11.1029,0.001208,-0.001208
GJ 338 B b,GJ 338 B,2,09h14m22.00s,138.5916722,+52d41m00.68s,52.6835211,6.33256,0.00167,-0.00168,7.04775,0.00044,-0.00044
GJ 3470 b,GJ 3470,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.391209,29.4214,0.0508,-0.0507,11.3537,0.001255,-0.001255
GJ 3473 b,GJ 3473,2,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.3644,0.0376,-0.0376,12.465,0.000343,-0.000343
GJ 3473 c,GJ 3473,2,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.3644,0.0376,-0.0376,12.465,0.000343,-0.000343
GJ 3512 b,GJ 3512,1,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.48637,0.00857,-0.00856,13.1117,0.000961,-0.000961
GJ 3512 c,GJ 3512,1,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.48637,0.00857,-0.00856,13.1117,0.000961,-0.000961
GJ 357 b,GJ 357,1,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181,0.00511,-0.00511,9.88036,0.00144,-0.00144
GJ 357 c,GJ 357,1,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181,0.00511,-0.00511,9.88036,0.00144,-0.00144
GJ 357 d,GJ 357,1,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181,0.00511,-0.00511,9.88036,0.00144,-0.00144
GJ 3634 b,GJ 3634,1,10h58m34.40s,164.6433493,-31d08m39.62s,-31.1443383,20.3779,0.03165,-0.03165,10.9233,0.00089,-0.00089
GJ 367 b,GJ 367,1,09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,9.41263,0.002835,-0.002835,9.15159,0.00065,-0.00065
GJ 367 c,GJ 367,1,09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,9.41263,0.002835,-0.002835,9.15159,0.00065,-0.00065
GJ 367 d,GJ 367,1,09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,9.41263,0.002835,-0.002835,9.15159,0.00065,-0.00065
GJ 3779 b,GJ 3779,1,13h22m56.05s,200.7335358,+24d27m50.19s,24.4639425,13.743,0.0117,-0.0116,11.6266,0.000806,-0.000806
GJ 3929 b,GJ 3929,1,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095,0.0096,-0.0095,11.5109,0.000681,-0.000681
GJ 3929 c,GJ 3929,1,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095,0.0096,-0.0095,11.5109,0.000681,-0.000681
GJ 393 b,GJ 393,1,10h28m54.93s,157.2288672,+00d50m16.25s,0.8378485,7.03149,0.002485,-0.002485,8.67373,0.00078,-0.00078
GJ 3942 b,GJ 3942,1,16h09m03.49s,242.2645452,+52d56m38.92s,52.9441443,16.9287,0.00635,-0.00635,9.40765,0.0005,-0.0005
GJ 3988 b,GJ 3988,1,17h03m24.09s,255.8503747,+51d24m32.33s,51.4089795,9.9105,0.00416,-0.00416,11.9925,0.000555,-0.000555
GJ 3998 b,GJ 3998,1,17h16m00.49s,259.0020507,+11d03m22.23s,11.0561751,18.1459,0.0165,-0.0165,9.98337,0.000669,-0.000669
GJ 3998 c,GJ 3998,1,17h16m00.49s,259.0020507,+11d03m22.23s,11.0561751,18.1459,0.0165,-0.0165,9.98337,0.000669,-0.000669
GJ 411 b,GJ 411,1,11h03m20.27s,165.834471,+35d58m20.34s,35.972317,5.675773,0.0059099,-0.0059099,,,
GJ 414 A b,GJ 414 A,2,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893,0.0067,-0.0067,7.72808,0.000672,-0.000672
GJ 414 A c,GJ 414 A,2,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893,0.0067,-0.0067,7.72808,0.000672,-0.000672
GJ 422 b,GJ 422,1,11h15m55.45s,168.9810458,-57d32m33.23s,-57.5425629,12.6631,0.0072,-0.0073,10.4771,0.000603,-0.000603
GJ 4276 b,GJ 4276,1,22h25m17.31s,336.3221454,+59d24m45.01s,59.412503,21.3362,0.0172,-0.0172,11.6605,0.0006,-0.0006
GJ 433 b,GJ 433,1,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.06456,0.00367,-0.00367,8.89138,0.000374,-0.000374
GJ 433 c,GJ 433,1,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.06456,0.00367,-0.00367,8.89138,0.000374,-0.000374
GJ 433 d,GJ 433,1,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.06456,0.00367,-0.00367,8.89138,0.000374,-0.000374
GJ 436 b,GJ 436,1,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,9.75321,0.00898,-0.00896,9.57148,0.000934,-0.000934
GJ 463 b,GJ 463,1,12h22m58.57s,185.7440496,+64d01m56.75s,64.0324311,18.3554,0.0109,-0.0109,10.5462,0.000391,-0.000391
GJ 480 b,GJ 480,1,12h38m51.22s,189.7134226,+11d41m42.25s,11.6950708,14.2358,0.01515,-0.01515,10.3249,0.000749,-0.000749
GJ 486 b,GJ 486,1,12h47m55.57s,191.981531,+09d44m57.91s,9.7494181,8.07426,0.004095,-0.004095,10.094,0.000746,-0.000746
GJ 504 b,GJ 504,1,13h16m46.16s,199.192348,+09d25m29.92s,9.4249781,17.5299,0.0785,-0.0778,5.04156,0.0040502,-0.0040502
GJ 514 b,GJ 514,1,13h30m00.97s,202.5040424,+10d22m21.14s,10.3725387,7.61778,0.003175,-0.003175,8.20621,0.000711,-0.000711
GJ 536 b,GJ 536,1,14h01m02.33s,210.2597264,-02d39m08.24s,-2.6522901,10.4092,0.00955,-0.00955,8.85881,0.001355,-0.001355
GJ 581 b,GJ 581,1,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.2981,0.002095,-0.002095,9.411,0.001197,-0.001197
GJ 581 c,GJ 581,1,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.2981,0.002095,-0.002095,9.411,0.001197,-0.001197
GJ 581 e,GJ 581,1,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.2981,0.002095,-0.002095,9.411,0.001197,-0.001197
GJ 625 b,GJ 625,1,16h25m25.39s,246.3557854,+54d18m12.10s,54.3033625,6.47249,0.001155,-0.001155,9.13702,0.000851,-0.000851
GJ 649 b,GJ 649,1,16h58m08.72s,254.5363221,+25d44m31.10s,25.7419719,10.3796,0.00335,-0.00335,8.81875,0.000404,-0.000404
GJ 667 C b,GJ 667 C,3,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.24396,0.00486,-0.00485,9.38033,0.000709,-0.000709
GJ 667 C c,GJ 667 C,3,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.24396,0.00486,-0.00485,9.38033,0.000709,-0.000709
GJ 667 C e,GJ 667 C,3,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.24396,0.00486,-0.00485,9.38033,0.000709,-0.000709
GJ 667 C f,GJ 667 C,3,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.24396,0.00486,-0.00485,9.38033,0.000709,-0.000709
GJ 667 C g,GJ 667 C,3,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.24396,0.00486,-0.00485,9.38033,0.000709,-0.000709
GJ 674 b,GJ 674,1,17h28m40.81s,262.1700476,-46d53m56.34s,-46.8989826,4.54896,0.001015,-0.001015,8.33063,0.001213,-0.001213
GJ 676 A b,GJ 676 A,2,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.0272,0.0101,-0.0101,8.86517,0.000528,-0.000528
GJ 676 A c,GJ 676 A,2,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.0272,0.0101,-0.0101,8.86517,0.000528,-0.000528
GJ 676 A d,GJ 676 A,2,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.0272,0.0101,-0.0101,8.86517,0.000528,-0.000528
GJ 676 A e,GJ 676 A,2,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.0272,0.0101,-0.0101,8.86517,0.000528,-0.000528
GJ 680 b,GJ 680,2,17h35m13.73s,263.8072214,-48d40m43.83s,-48.6788427,9.67315,0.005135,-0.005135,9.28322,0.000665,-0.000665
GJ 682 b,GJ 682,1,17h37m02.65s,264.2610245,-44d19m23.71s,-44.3232519,5.00671,0.0021,-0.0021,9.57025,0.001221,-0.001221
GJ 682 c,GJ 682,1,17h37m02.65s,264.2610245,-44d19m23.71s,-44.3232519,5.00671,0.0021,-0.0021,9.57025,0.001221,-0.001221
GJ 685 b,GJ 685,1,17h35m35.05s,263.8960378,+61d40m45.65s,61.6793482,14.3155,0.0081,-0.0081,9.1671,0.000914,-0.000914
GJ 687 b,GJ 687,1,17h36m25.00s,264.1041731,+68d20m01.23s,68.3336741,4.54939,0.00068,-0.00068,8.02754,0.000862,-0.000862
GJ 687 c,GJ 687,1,17h36m25.00s,264.1041731,+68d20m01.23s,68.3336741,4.54939,0.00068,-0.00068,8.02754,0.000862,-0.000862
GJ 720 A b,GJ 720 A,2,18h35m19.06s,278.8294172,+45d44m44.17s,45.7456038,15.5575,0.0061,-0.0061,9.10496,0.000491,-0.000491
GJ 724 b,GJ 724,1,18h40m57.21s,280.238365,-13d22m57.00s,-13.3824997,16.9658,0.014,-0.014,9.76915,0.000391,-0.000391
GJ 740 b,GJ 740,1,18h57m59.93s,284.4997178,+05d54m10.32s,5.902867,11.1017,0.00605,-0.00605,8.45636,0.001102,-0.001102
GJ 806 b,GJ 806,1,20h45m04.73s,311.2697002,+44d30m00.85s,44.5002351,12.0445,0.00435,-0.00435,9.82461,0.000759,-0.000759
GJ 806 c,GJ 806,1,20h45m04.73s,311.2697002,+44d30m00.85s,44.5002351,12.0445,0.00435,-0.00435,9.82461,0.000759,-0.000759
GJ 832 b,GJ 832,1,21h33m33.90s,323.3912616,-49d00m45.06s,-49.0125169,4.96435,0.001065,-0.001065,7.73761,0.000702,-0.000702
GJ 849 b,GJ 849,1,22h09m41.52s,332.4229938,-04d38m26.99s,-4.6408317,8.80058,0.003615,-0.003615,9.2245,0.000651,-0.000651
GJ 849 c,GJ 849,1,22h09m41.52s,332.4229938,-04d38m26.99s,-4.6408317,8.80058,0.003615,-0.003615,9.2245,0.000651,-0.000651
GJ 86 b,GJ 86,2,02h10m29.39s,32.6224785,-50d49m15.58s,-50.8209945,10.7836,0.0054,-0.0053,5.88516,0.0007256,-0.0007256
GJ 876 b,GJ 876,1,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.67517,0.00167,-0.00167,8.8753,0.00145,-0.00145
GJ 876 c,GJ 876,1,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.67517,0.00167,-0.00167,8.8753,0.00145,-0.00145
GJ 876 d,GJ 876,1,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.67517,0.00167,-0.00167,8.8753,0.00145,-0.00145
GJ 876 e,GJ 876,1,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.67517,0.00167,-0.00167,8.8753,0.00145,-0.00145
GJ 887 b,GJ 887,1,23h05m52.04s,346.4668274,-35d51m11.0s,-35.8530693,3.29,0.01,-0.01,6.52199,0.000896,-0.000896
GJ 887 c,GJ 887,1,23h05m52.04s,346.4668274,-35d51m11.0s,-35.8530693,3.29,0.01,-0.01,6.52199,0.000896,-0.000896
GJ 896 A b,GJ 896 A,2,23h31m52.81s,352.9700384,+19d56m13.20s,19.9370011,6.26022,0.003265,-0.003265,9.03758,0.000673,-0.000673
GJ 900 b,GJ 900 A,3,23h35m00.63s,353.7526177,+01d36m19.88s,1.6055211,20.8065,0.0357,-0.0357,9.02571,0.001235,-0.001235
GJ 9066 c,GJ 9066,1,02h00m14.12s,30.0588307,+13d02m39.54s,13.0443172,4.471,0.00215,-0.00215,10.6711,0.00094,-0.00094
GJ 9404 b,GJ 9404,1,12h19m23.33s,184.8472095,+28d22m57.77s,28.3827126,23.8839,0.0254,-0.0253,9.87021,0.00096,-0.00096
GJ 96 b,GJ 96,1,02h22m14.98s,35.5624031,+47d52m48.75s,47.8802075,11.9315,0.0093,-0.0093,8.63186,0.000584,-0.000584
GJ 9689 b,GJ 9689,1,20h13m52.26s,303.467731,+13d23m20.01s,13.3888921,30.6203,0.04185,-0.04185,10.5372,0.000444,-0.000444
GJ 9714 b,GJ 9714,1,21h01m39.40s,315.4141767,-32d31m30.01s,-32.5250028,20.5121,0.0247,-0.0247,8.8377,0.000257,-0.000257
GJ 9827 b,GJ 9827,1,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,9.83773,0.000411,-0.000411
GJ 9827 c,GJ 9827,1,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,9.83773,0.000411,-0.000411
GJ 9827 d,GJ 9827,1,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,9.83773,0.000411,-0.000411
GPX-1 b,GPX-1,1,02h33m28.60s,38.3691648,+56d01m32.55s,56.025708,655.013,17.102,-16.269,12.2228,0.000237,-0.000237
GQ Lup b,GQ Lup,1,15h49m12.09s,237.3003643,-35d39m05.42s,-35.6515055,151.169,1.096,-1.081,11.2608,0.008872,-0.008872
GSC 06214-00210 b,GSC 06214-00210,1,16h21m54.65s,245.4776921,-20d43m09.62s,-20.7193398,108.5,0.513,-0.508,11.8633,0.001533,-0.001533
GU Psc b,GU Psc,1,01h12m35.16s,18.146485,+17d03m54.01s,17.0650029,47.5501,0.1649,-0.1638,12.9656,0.001676,-0.001676
Gaia-1 b,Gaia-1,1,06h02m34.48s,90.6436658,-00d34m37.60s,-0.5771099,363.66,3.058,-3.008,12.9988,0.000734,-0.000734
Gaia-2 b,Gaia-2,1,07h22m56.48s,110.7353308,+67d15m09.56s,67.2526565,209.229,1.134,-1.121,11.1968,0.000468,-0.000468
Gaia22dkvL b,Gaia22dkvL,1,10h07m04.56s,151.769,-66d10m51.20s,-66.1808889,1270,430,-250,,,
Gl 378 b,Gl 378,1,10h02m20.77s,150.5865513,+48d04m56.83s,48.0824515,14.9545,0.00725,-0.00725,9.26515,0.000412,-0.000412
Gl 49 b,Gl 49,2,01h02m40.50s,15.6687321,+62d20m43.58s,62.3454386,9.8528,0.00328,-0.00328,8.66282,0.000685,-0.000685
Gl 686 b,Gl 686,1,17h37m54.36s,264.4764878,+18d35m45.42s,18.5959509,8.15728,0.00232,-0.00232,8.73899,0.000634,-0.000634
Gliese 12 b,Gliese 12,1,00h15m49.90s,3.9579137,+13d33m27.42s,13.5576175,12.21,0.01305,-0.01305,11.3963,0.001756,-0.001756
HAT-P-1 b,HAT-P-1,2,22h57m46.89s,344.4453632,+38d40m29.71s,38.674919,158.979,0.977,-0.965,10.1786,0.000384,-0.000384
HAT-P-11 b,HAT-P-11,1,19h50m50.44s,297.7101763,+48d04m54.71s,48.0818635,37.7647,0.0337,-0.0336,9.15098,0.000293,-0.000293
